id,time
22658918,11:1
22800129,2:56
23386213,11:55
23925989,5:2
24696947,12:46
25050967,5:42
26177143,10:16
26479570,6:38
26539783,1:41
28123946,9:11
28890827,1:16
29337009,1:19
29666849,6:25
30049936,10:4
31577636,3:22
31780726,7:31
602060,0:5
695682,1:33
702914,1:28
994555,3:29
1356521,7:46
1370210,0:6
1627807,0:3
1855388,1:38
2503716,9:18
2932682,0:14
3307186,2:33
4074204,1:56
4486795,3:44
5360781,0:3
5474445,0:9
5696918,0:5
6172584,0:5
6225968,0:10
6255054,1:53
6294212,0:11
6614447,0:27
6754454,0:5
8588960,0:2
8934508,8:37
8969502,0:12
10112780,1:20
10362745,3:50
10887590,0:24
10980949,3:3
11000942,0:3
11215671,3:47
11569842,2:44
11717645,7:34
11731524,0:4
11907165,1:43
11952849,0:16
13289603,0:20
14189669,1:5
14264774,0:27
14543003,0:8
14590031,0:4
14613857,0:19
14680742,1:36
14798012,0:19
15053602,0:14
15126613,3:15
15286568,2:43
16428309,5:46
